113,501,인천시 서구,PURCHASE_CONFIRMED
114,190,부산시 동구,PURCHASE_CONFIRMED
115,149,인천시 남구,PURCHASE_CONFIRMED
116,8,대전시 동구,PURCHASE_CONFIRMED
117,748,광주시 중구,PURCHASE_CONFIRMED
118,672,대전시 북구,PURCHASE_CONFIRMED
119,334,부산시 중구,PURCHASE_CONFIRMED
120,248,광주시 북구,PURCHASE_CONFIRMED
121,-1,부산시 북구,PURCHASE_CONFIRMED
122,-1,부산시 동구,PURCHASE_CONFIRMED
123,-1,부산시 서구,PURCHASE_CONFIRMED
124,-1,부산시 중구,PURCHASE_CONFIRMED
125,-1,서울시 서구,PURCHASE_CONFIRMED
126,-1,부산시 북구,PURCHASE_CONFIRMED
127,-1,부산시 북구,PURCHASE_CONFIRMED
128,-1,광주시 북구,PURCHASE_CONFIRMED
129,-1,인천시 서구,PURCHASE_CONFIRMED
130,-1,인천시 남구,PURCHASE_CONFIRMED
131,-1,서울시 중구,CANCEL_ORDER
132,-1,인천시 북구,CANCEL_ORDER
133,-1,인천시 남구,CANCEL_ORDER
134,-1,광주시 중구,CANCEL_ORDER
135,-1,광주시 남구,CANCEL_ORDER
136,-1,부산시 북구,CANCEL_ORDER
137,-1,대전시 남구,CANCEL_ORDER
138,-1,부산시 북구,CANCEL_ORDER
139,-1,서울시 북구,CANCEL_ORDER
140,-1,서울시 서구,CANCEL_ORDER
141,-1,인천시 서구,CANCEL_ORDER
142,-1,광주시 북구,CANCEL_ORDER
143,-1,부산시 북구,CANCEL_ORDER
144,-1,광주시 중구,CANCEL_ORDER
145,-1,서울시 동구,CANCEL_ORDER
146,-1,광주시 북구,CANCEL_ORDER
147,-1,인천시 동구,CANCEL_ORDER
148,-1,대전시 서구,CANCEL_ORDER
149,-1,부산시 북구,CANCEL_ORDER
150,-1,광주시 남구,CANCEL_ORDER
151,-1,대전시 남구,REQUEST_RETURN
152,-1,대전시 서구,REQUEST_RETURN
153,-1,광주시 동구,REQUEST_RETURN
154,-1,광주시 중구,REQUEST_RETURN
155,-1,인천시 중구,REQUEST_RETURN
156,-1,서울시 동구,REQUEST_RETURN
157,-1,광주시 중구,REQUEST_RETURN
158,-1,대전시 서구,REQUEST_RETURN
159,-1,대전시 북구,REQUEST_RETURN
160,-1,서울시 서구,REQUEST_RETURN
161,-1,서울시 남구,REQUEST_RETURN
162,-1,부산시 서구,REQUEST_RETURN
163,-1,대전시 동구,REQUEST_RETURN
164,-1,대전시 중구,REQUEST_RETURN
165,-1,인천시 중구,REQUEST_RETURN
166,-1,광주시 북구,REQUEST_RETURN
167,-1,대전시 남구,REQUEST_RETURN
168,-1,대전시 서구,REQUEST_RETURN
169,-1,광주시 서구,REQUEST_RETURN
170,-1,서울시 북구,REQUEST_RETURN
171,-1,서울시 북구,RETURN_DONE
172,-1,서울시 중구,RETURN_DONE
173,-1,대전시 동구,RETURN_DONE
174,-1,부산시 중구,RETURN_DONE
175,-1,인천시 중구,RETURN_DONE
176,-1,인천시 북구,RETURN_DONE
177,-1,광주시 북구,RETURN_DONE
178,-1,인천시 동구,RETURN_DONE
179,-1,광주시 중구,RETURN_DONE
180,-1,서울시 서구,RETURN_DONE
181,-1,대전시 중구,RETURN_DONE
182,-1,광주시 동구,RETURN_DONE
183,-1,부산시 북구,RETURN_DONE
184,-1,광주시 서구,RETURN_DONE
185,-1,서울시 서구,RETURN_DONE
186,-1,대전시 남구,RETURN_DONE
187,-1,서울시 남구,RETURN_DONE
188,-1,대전시 남구,RETURN_DONE
189,-1,부산시 중구,RETURN_DONE
190,-1,서울시 남구,RETURN_DONE
191,-1,부산시 남구,REQUEST_EXCHANGE
192,-1,광주시 중구,REQUEST_EXCHANGE
193,-1,서울시 북구,REQUEST_EXCHANGE
194,-1,인천시 중구,REQUEST_EXCHANGE
195,-1,부산시 중구,REQUEST_EXCHANGE
196,-1,인천시 서구,EXCHANGE_DONE
197,-1,서울시 북구,EXCHANGE_DONE
198,-1,대전시 서구,EXCHANGE_DONE
199,-1,부산시 중구,EXCHANGE_DONE
200,-1,광주시 동구,EXCHANGE_DONE
